Trade #,Type,Signal,Date/Time,Price USD,Contracts,Profit USD,Profit %,Cum. Profit USD,Cum. Profit %,Run-up USD,Run-up %,Drawdown USD,Drawdown %
386,Exit Short,SL,2022-12-13 12:00,17505.57,11.150878,-6601.10,-3.50,173305.27,-3.65,81.29,0.04,6601.10,3.50
386,Entry Short,Sell,2022-12-12 00:00,16913.59,11.150878,-6601.10,-3.50,173305.27,-3.65,81.29,0.04,6601.10,3.50
385,Exit Long,Close Buy,2022-12-12 00:00,16913.59,10.98575,-2792.91,-1.48,179906.36,-1.52,2783.79,1.48,5073.11,2.69
385,Entry Long,Buy,2022-11-30 20:00,17167.82,10.98575,-2792.91,-1.48,179906.36,-1.52,2783.79,1.48,5073.11,2.69
384,Exit Short,Close Sell,2022-11-30 04:00,16884.59,4.122207,13462.55,16.21,182699.27,7.91,19254.95,23.18,2111.52,2.54
384,Entry Short,Sell,2022-11-08 00:00,20150.45,4.122207,13462.55,16.21,182699.27,7.91,19254.95,23.18,2111.52,2.54
383,Exit Short,TG 1,2022-11-08 16:00,18538.41,4.122206,6645.16,8.00,169236.72,4.06,6645.16,8.00,2111.52,2.54
383,Entry Short,Sell,2022-11-08 00:00,20150.45,4.122206,6645.16,8.00,169236.72,4.06,6645.16,8.00,2111.52,2.54
382,Exit Long,Close Buy,2022-11-08 00:00,20150.45,4.081029,2365.04,2.96,162591.56,1.47,7758.36,9.71,1648.86,2.06
382,Entry Long,Buy,2022-10-23 20:00,19570.93,4.081029,2365.04,2.96,162591.56,1.47,7758.36,9.71,1648.86,2.06
381,Exit Long,TG 1,2022-11-04 12:00,21136.61,4.081028,6389.58,8.00,160226.52,4.13,6389.58,8.00,1648.86,2.06
381,Entry Long,Buy,2022-10-23 20:00,19570.93,4.081028,6389.58,8.00,160226.52,4.13,6389.58,8.00,1648.86,2.06
380,Exit Long,SL1,2022-10-21 12:00,18856.13,8.506538,-5817.71,-3.50,153836.94,-3.62,1352.20,0.81,5817.71,3.50
380,Entry Long,Buy,2022-10-17 12:00,19540.04,8.506538,-5817.71,-3.50,153836.94,-3.62,1352.20,0.81,5817.71,3.50
379,Exit Short,Close Sell,2022-10-17 12:00,19540.04,8.760605,-661.34,-0.39,159654.64,-0.41,11389.40,6.68,4224.01,2.48
379,Entry Short,Sell,2022-10-07 16:00,19464.55,8.760605,-661.34,-0.39,159654.64,-0.41,11389.40,6.68,4224.01,2.48
378,Exit Long,Close Buy,2022-10-07 16:00,19464.55,8.539529,-4303.15,-2.52,160315.98,-2.60,4285.82,2.51,5440.70,3.19
378,Entry Long,Buy,2022-10-04 04:00,19968.46,8.539529,-4303.15,-2.52,160315.98,-2.60,4285.82,2.51,5440.70,3.19
377,Exit Long,SL1,2022-09-27 16:00,19477.52,8.733021,-6169.36,-3.50,164619.13,-3.59,1704.07,0.97,6169.36,3.50
377,Entry Long,Buy,2022-09-27 04:00,20183.96,8.733021,-6169.36,-3.50,164619.13,-3.59,1704.07,0.97,6169.36,3.50
376,Exit Short,Close Sell,2022-09-27 04:00,20183.96,4.177579,423.65,0.50,170788.49,0.25,8915.20,10.52,1024.43,1.21
376,Entry Short,Sell,2022-09-13 16:00,20285.37,4.177579,423.65,0.50,170788.49,0.25,8915.20,10.52,1024.43,1.21
375,Exit Short,TG 1,2022-09-19 04:00,18662.54,4.177578,6779.50,8.00,170364.84,4.12,6779.50,8.00,1024.43,1.21
375,Entry Short,Sell,2022-09-13 16:00,20285.37,4.177578,6779.50,8.00,170364.84,4.12,6779.50,8.00,1024.43,1.21
374,Exit Long,SL1,2022-09-13 16:00,20213.36,3.956699,-2900.77,-3.50,163585.34,-1.73,7293.22,8.80,2900.77,3.50
374,Entry Long,Buy,2022-09-09 08:00,20946.49,3.956699,-2900.77,-3.50,163585.34,-1.73,7293.22,8.80,2900.77,3.50
373,Exit Long,TG 1,2022-09-13 08:00,22622.21,3.956699,6630.32,8.00,166486.12,4.12,6630.32,8.00,116.05,0.14
373,Entry Long,Buy,2022-09-09 08:00,20946.49,3.956699,6630.32,8.00,166486.12,4.12,6630.32,8.00,116.05,0.14
372,Exit Short,Close Sell,2022-09-09 04:00,20635.51,3.227271,8524.29,11.35,159855.80,5.60,15301.69,20.37,1027.66,1.37
372,Entry Short,Sell,2022-08-17 16:00,23276.84,3.227271,8524.29,11.35,159855.80,5.60,15301.69,20.37,1027.66,1.37
371,Exit Short,TG 1,2022-08-19 04:00,21414.69,3.22727,6009.66,8.00,151331.51,4.11,6009.66,8.00,1027.66,1.37
371,Entry Short,Sell,2022-08-17 16:00,23276.84,3.22727,6009.66,8.00,151331.51,4.11,6009.66,8.00,1027.66,1.37
370,Exit Long,Close Buy,2022-08-17 16:00,23276.84,3.14536,982.64,1.36,145321.85,0.68,7055.92,9.77,1768.95,2.45
370,Entry Long,Buy,2022-07-27 20:00,22964.43,3.14536,982.64,1.36,145321.85,0.68,7055.92,9.77,1768.95,2.45
369,Exit Long,TG 1,2022-08-11 12:00,24801.59,3.145359,5778.53,8.00,144339.21,4.14,5778.53,8.00,1768.95,2.45
369,Entry Long,Buy,2022-07-27 20:00,22964.43,3.145359,5778.53,8.00,144339.21,4.14,5778.53,8.00,1768.95,2.45
368,Exit Short,SL,2022-07-27 16:00,21883.22,7.080405,-5239.64,-3.50,138560.68,-3.62,3072.47,2.05,5239.64,3.50
368,Entry Short,Sell,2022-07-26 00:00,21143.20,7.080405,-5239.64,-3.50,138560.68,-3.62,3072.47,2.05,5239.64,3.50
367,Exit Long,SL1,2022-07-25 20:00,21351.79,3.30848,-2562.15,-3.50,143800.32,-1.74,7119.02,9.72,2562.15,3.50
367,Entry Long,Buy,2022-07-18 08:00,22126.21,3.30848,-2562.15,-3.50,143800.32,-1.74,7119.02,9.72,2562.15,3.50
366,Exit Long,TG 1,2022-07-20 12:00,23896.31,3.30848,5856.34,8.00,146362.47,4.14,5856.34,8.00,2404.74,3.28
366,Entry Long,Buy,2022-07-18 08:00,22126.21,3.30848,5856.34,8.00,146362.47,4.14,5856.34,8.00,2404.74,3.28
365,Exit Short,SL,2022-07-17 04:00,21640.24,3.424133,-2505.78,-3.50,140506.13,-1.74,6862.07,9.58,2505.78,3.50
365,Entry Short,Sell,2022-07-10 16:00,20908.44,3.424133,-2505.78,-3.50,140506.13,-1.74,6862.07,9.58,2505.78,3.50
364,Exit Short,TG 1,2022-07-12 20:00,19235.76,3.424132,5727.48,8.00,143011.91,4.14,5727.48,8.00,883.63,1.23
364,Entry Short,Sell,2022-07-10 16:00,20908.44,3.424132,5727.48,8.00,143011.91,4.14,5727.48,8.00,883.63,1.23
363,Exit Long,SL1,2022-07-10 12:00,21063.91,6.797719,-5193.32,-3.50,137284.44,-3.62,4243.75,2.86,5193.32,3.50
363,Entry Long,Buy,2022-07-07 16:00,21827.89,6.797719,-5193.32,-3.50,137284.44,-3.62,4243.75,2.86,5193.32,3.50
362,Exit Short,Close Sell,2022-07-04 12:00,19777.01,2.138806,19609.60,31.67,142477.76,15.83,24283.00,39.22,987.27,1.59
362,Entry Short,Sell,2022-06-10 16:00,28945.49,2.138806,19609.60,31.67,142477.76,15.83,24283.00,39.22,987.27,1.59
361,Exit Short,TG 1,2022-06-12 20:00,26629.85,2.138805,4952.70,8.00,122868.16,4.16,4952.70,8.00,987.27,1.59
361,Entry Short,Sell,2022-06-10 16:00,28945.49,2.138805,4952.70,8.00,122868.16,4.16,4952.70,8.00,987.27,1.59
360,Exit Long,SL1,2022-06-07 00:00,30170.33,4.103951,-4490.83,-3.50,117915.46,-3.64,1938.87,1.51,4490.83,3.50
360,Entry Long,Buy,2022-06-06 04:00,31264.60,4.103951,-4490.83,-3.50,117915.46,-3.64,1938.87,1.51,4490.83,3.50
359,Exit Short,SL,2022-06-02 20:00,30829.68,4.463742,-4653.67,-3.50,122406.29,-3.63,962.83,0.72,4653.67,3.50
359,Entry Short,Sell,2022-06-01 20:00,29787.13,4.463742,-4653.67,-3.50,122406.29,-3.63,962.83,0.72,4653.67,3.50
358,Exit Long,SL1,2022-06-01 16:00,30609.53,4.343813,-4822.50,-3.50,127059.96,-3.63,2887.81,2.10,4822.50,3.50
